;0.0015,0.0027,0.0026,0.0012,0.1228,0.0013,0.0013,0.0035,0.0012,0.0014,0.0025,0.0059,0.0028,0.0013,0.0050,0.0014,0.0055,0.0026
晚会;0.0015,0.0013,0.0026,0.0099,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0032,0.0023,0.0028,0.0071,0.0013
幼小;0.0050,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
游乐;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0087,0.0013
长津湖;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
生老病死;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
怼;0.0015,0.0013,0.0026,0.0041,0.0046,0.0013,0.0013,0.0014,0.0094,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
荒山;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0043,0.0013,0.0072,0.0014,0.0016,0.0013
荆州;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0162,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0039,0.0013
总;0.0601,0.0323,0.0234,0.0311,0.2133,0.0652,0.0440,0.0335,0.0671,0.0334,0.0423,0.0295,0.0233,0.2172,0.0539,0.0358,0.0355,0.0234
李菲儿;0.0015,0.0013,0.0026,0.0036,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
摔跤;0.0028,0.0027,0.0026,0.0012,0.0046,0.0026,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0043,0.0146,0.0023,0.0014,0.0016,0.0026
玻璃杯;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0088,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
钻戒;0.0028,0.0013,0.0026,0.0087,0.0046,0.0126,0.0013,0.0014,0.0024,0.0014,0.0025,0.0030,0.0051,0.0013,0.0072,0.0014,0.0016,0.0013
许晴;0.0015,0.0013,0.0026,0.0107,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
丁磊;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0075,0.0016,0.0013
特异功能;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0122,0.0014,0.0016,0.0026
流氓;0.0015,0.0027,0.0026,0.0036,0.0090,0.0026,0.0013,0.0014,0.0039,0.0247,0.0025,0.0030,0.0043,0.0146,0.0368,0.0075,0.0016,0.0056
懒;0.0115,0.0013,0.0026,0.0099,0.0182,0.0367,0.0070,0.0530,0.0031,0.0014,0.0012,0.0088,0.0043,0.0026,0.0172,0.0075,0.0032,0.0013
广安;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0071,0.0013
普京;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0035,0.0028,0.0012,0.0047,0.0335,0.0030,0.0014,0.0055,0.0023,0.0014,0.0032,0.1327
土匪;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0014,0.0012,0.0174,0.0078,0.0030,0.0014,0.0013,0.0098,0.0014,0.0032,0.0013
四季;0.0015,0.0027,0.0026,0.0024,0.0090,0.0034,0.0013,0.0061,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0213,0.0026
筹资;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
五月;0.0050,0.0128,0.0026,0.0075,0.0136,0.0026,0.0044,0.0014,0.0039,0.0014,0.0025,0.0030,0.0028,0.0026,0.0050,0.0028,0.0087,0.0026
姚广孝;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
懂;0.0895,0.0878,0.0418,0.0374,0.2505,0.0481,0.0627,0.0419,0.0429,0.0285,0.0324,0.0474,0.0404,0.0444,0.0194,0.0608,0.0310,0.0176
WORD;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0039,0.0013
详情;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0136,0.0014,0.0025,0.0030,0.0028,0.0032,0.0023,0.0028,0.0016,0.0013
围堵;0.0015,0.0013,0.0026,0.0087,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0088,0.0030,0.0028,0.0033,0.0050,0.0028,0.0016,0.0046
英杰;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0051,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
懿;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
沉船;0.0015,0.0013,0.0106,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0043,0.0013,0.0050,0.0014,0.0039,0.0056
国土;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0032,0.0100,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0026
亡故;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
申报;0.0015,0.0084,0.0026,0.0012,0.0046,0.0013,0.0070,0.0014,0.0012,0.0014,0.0012,0.0030,0.0062,0.0013,0.0023,0.0014,0.0055,0.0038
鸡冠;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
懵;0.0129,0.0140,0.0077,0.0256,0.0046,0.0043,0.0057,0.0061,0.0126,0.0047,0.0152,0.0059,0.0156,0.0178,0.0073,0.0061,0.0032,0.0082
李河君;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
渗出;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
整治;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0057,0.0014,0.0024,0.0014,0.0012,0.0030,0.0481,0.0026,0.0050,0.0047,0.0032,0.0013
铜川;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0071,0.0013
处女地;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0013
桂浩明;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
人手;0.0028,0.0013,0.0026,0.0024,0.0046,0.0056,0.0013,0.0014,0.0012,0.0014,0.0032,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
荣威;0.0015,0.0567,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
秦皇岛;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0042,0.0023,0.0014,0.0142,0.0026
章龄;0.0015,0.0013,0.0026,0.0036,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
早年;0.0015,0.0013,0.0026,0.0075,0.0046,0.0013,0.0013,0.0014,0.0012,0.0061,0.0032,0.0030,0.0028,0.0013,0.0023,0.0035,0.0016,0.0013
憾;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0024,0.0047,0.0025,0.0059,0.0014,0.0100,0.0023,0.0014,0.0055,0.0013
食火鸡;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
巨浪;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0053,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0045
公积金;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0187,0.0014,0.0012,0.0014,0.0012,0.0030,0.0051,0.0013,0.0023,0.0028,0.0016,0.0013
仇恨;0.0035,0.0013,0.0026,0.0012,0.0090,0.0026,0.0013,0.0047,0.0051,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0082
生擒;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0061,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
水谷;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
DS4S;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
誓言;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0088,0.0041,0.0030,0.0014,0.0026,0.0050,0.0014,0.0032,0.0038
憨;0.0015,0.0027,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0026,0.0072,0.0014,0.0016,0.0013
新政;0.0028,0.0033,0.0026,0.0012,0.0046,0.0013,0.0163,0.0014,0.0012,0.0014,0.0012,0.0030,0.0076,0.0013,0.0023,0.0061,0.0039,0.0056
永诀;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
作乱;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
主题曲;0.0015,0.0013,0.0026,0.0099,0.0046,0.0013,0.0013,0.0014,0.0051,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
疑团;0.0015,0.0013,0.0027,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
玉门;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
Sienna;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
受试者;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
慜;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0042,0.0023,0.0014,0.0016,0.0013
不自量;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
马里奥;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0084,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0026
作乐;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
褐矮星;0.0015,0.0013,0.0105,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
慈;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0026,0.0014,0.0012,0.0347,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0032,0.0013
洱海;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0050,0.0014,0.0296,0.0013
慎;0.0165,0.0034,0.0026,0.0040,0.0046,0.0013,0.0026,0.0035,0.0075,0.0088,0.0025,0.0178,0.0062,0.0042,0.0050,0.0035,0.0087,0.0069
甘敬;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
慰;0.0078,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0100,0.0025,0.0059,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
器械;0.0028,0.0013,0.0026,0.0012,0.0046,0.0013,0.0057,0.0014,0.0012,0.0014,0.0025,0.0059,0.0043,0.0013,0.0023,0.0028,0.0016,0.0013
慷;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
花溪;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
臭虫;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
低俗;0.0028,0.0013,0.0026,0.0041,0.0046,0.0092,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
乌克兰;0.0015,0.0013,0.0026,0.0012,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0628,0.0030,0.0043,0.0090,0.0023,0.0014,0.0254,0.0482
噩梦;0.0028,0.0013,0.0078,0.0024,0.0046,0.0034,0.0095,0.0028,0.0094,0.0047,0.0130,0.0030,0.0014,0.0032,0.0244,0.0014,0.0032,0.0056
慢;0.0128,0.0071,0.0078,0.0024,0.0182,0.0026,0.0127,0.0035,0.0032,0.0028,0.0025,0.0293,0.0105,0.0100,0.0050,0.0284,0.0368,0.0013
畅快;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0035,0.0051,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0035,0.0032,0.0013
未雨绸缪;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
小人物;0.0015,0.0013,0.0026,0.0041,0.0046,0.0013,0.0013,0.0014,0.0012,0.0088,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
疲劳;0.0015,0.0027,0.0052,0.0012,0.0046,0.0013,0.0013,0.0028,0.0075,0.0014,0.0012,0.0150,0.0028,0.0026,0.0023,0.0014,0.0016,0.0013
慧;0.0015,0.0013,0.0026,0.0063,0.0046,0.0056,0.0070,0.0014,0.0039,0.0014,0.0012,0.0088,0.0051,0.0389,0.0023,0.0075,0.0032,0.0013
救灾;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0152,0.0030,0.0119,0.0013,0.0050,0.0028,0.0016,0.0038
围城;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0075,0.0014,0.0025,0.0030,0.0043,0.0013,0.0023,0.0028,0.0055,0.0026
论文;0.0015,0.0013,0.0105,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0110,0.0016,0.0038
丝瓜;0.0015,0.0013,0.0026,0.0012,0.0046,0.0034,0.0013,0.0123,0.0012,0.0014,0.0012,0.0150,0.0014,0.0013,0.0023,0.0014,0.0032,0.0013
谋害;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0047,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
语录;0.0015,0.0013,0.0026,0.0063,0.6910,0.0013,0.0035,0.0014,0.0039,0.0100,0.0032,0.0030,0.0014,0.0042,0.0023,0.0035,0.0032,0.0038
仓库;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0051,0.0014,0.0025,0.0030,0.0090,0.0013,0.0023,0.0061,0.0032,0.0038
平局;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0091,0.0023,0.0014,0.0016,0.0013
救火;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0012,0.0014,0.0025,0.0030,0.0028,0.0055,0.0023,0.0014,0.0016,0.0013
体会;0.0078,0.0013,0.0026,0.0024,0.0227,0.0013,0.0013,0.0035,0.0031,0.0028,0.0032,0.0030,0.0051,0.0026,0.0023,0.0028,0.0039,0.0013
双眼皮;0.0050,0.0013,0.0026,0.0040,0.0046,0.0470,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
感;0.0101,0.0486,0.0053,0.0256,0.0271,0.1144,0.0082,0.0061,0.0230,0.0075,0.0107,0.0089,0.0028,0.0122,0.0050,0.0284,0.0213,0.0188
防晒霜;0.0015,0.0013,0.0026,0.0024,0.0046,0.0044,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
运输船;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
有机体;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
病假;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0026
鲜肉;0.0015,0.0084,0.0052,0.0515,0.0046,0.0139,0.0070,0.0110,0.0024,0.0047,0.0053,0.0030,0.0090,0.0100,0.0050,0.0035,0.0039,0.0038
张馨予;0.0015,0.0013,0.0026,0.0174,0.0046,0.0083,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0032,0.0013
莒县;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
意;0.0128,0.0057,0.0026,0.0087,0.0271,0.0103,0.0044,0.0088,0.0114,0.0075,0.0172,0.0059,0.0043,0.0769,0.0098,0.0035,0.0198,0.0200
愈;0.0065,0.0013,0.0026,0.0012,0.0090,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0326,0.0014,0.0032,0.0051,0.0028,0.0016,0.0056
愉;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0024,0.0014,0.0016,0.0013
作业;0.0179,0.0278,0.0026,0.0024,0.0046,0.0013,0.0013,0.0028,0.0024,0.0014,0.0078,0.0030,0.0051,0.0013,0.0023,0.0047,0.0032,0.0038
油箱;0.0015,0.0101,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0050,0.0014,0.0016,0.0013
嘉凯城;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
传唤;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
疆域;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0173,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
愿;0.0255,0.0057,0.0053,0.0257,0.2363,0.0069,0.0082,0.0047,0.0075,0.0334,0.0466,0.0088,0.0325,0.0344,0.0171,0.0075,0.0170,0.0388
豢养;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
许昕;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0090,0.0023,0.0014,0.0016,0.0013
三相;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0051,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
吉思汗;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0075,0.0061,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
荡妇;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0047,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
英朗;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
愣;0.0015,0.0027,0.0026,0.0087,0.0046,0.0013,0.0013,0.0028,0.0012,0.0035,0.0041,0.0030,0.0028,0.0013,0.0023,0.0014,0.0039,0.0026
签证;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0496,0.0283
玉镯;0.0015,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0072,0.0014,0.0016,0.0013
石智斗;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
珍贵;0.0050,0.0027,0.0131,0.0051,0.0090,0.0026,0.0026,0.0047,0.0040,0.0481,0.0195,0.0120,0.0043,0.0042,0.0050,0.0014,0.0071,0.0069
事权;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0057,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
男人家;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
舌苔;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
二战;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0063,0.1793,0.1818,0.0030,0.0014,0.0026,0.0050,0.0014,0.0016,0.0306
晋国;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0047,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
游;0.0091,0.0150,0.0026,0.0138,0.0046,0.0043,0.0114,0.0014,0.6595,0.0088,0.0041,0.0030,0.0364,0.0122,0.0072,0.0075,0.5943,0.0129
巷战;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0065,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
底价;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0035,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
Vivo;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0061,0.0016,0.0013
暂停;0.0028,0.0013,0.0026,0.0024,0.0046,0.0013,0.0139,0.0014,0.0031,0.0028,0.0025,0.0030,0.0105,0.0032,0.0023,0.0061,0.0040,0.0118
温;0.0015,0.0044,0.0077,0.0087,0.0090,0.0069,0.0045,0.0075,0.0012,0.0036,0.0032,0.0089,0.0014,0.0367,0.0023,0.0028,0.0016,0.0038
喜爱;0.0028,0.0057,0.0026,0.0051,0.0046,0.0056,0.0013,0.0137,0.0032,0.0100,0.0032,0.0030,0.0028,0.0026,0.0023,0.0028,0.0071,0.0026
曹云金;0.0015,0.0027,0.0026,0.0126,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
江西;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0186,0.0061,0.0012,0.0109,0.0032,0.0030,0.0416,0.0032,0.0023,0.0014,0.0396,0.0038
港;0.0015,0.0207,0.0106,0.0214,0.0046,0.0034,0.1577,0.0172,0.0084,0.0035,0.0325,0.0030,0.0090,0.1090,0.0023,0.0089,0.0182,0.0306
渡;0.0015,0.0044,0.0026,0.0040,0.0271,0.0026,0.0026,0.0014,0.0024,0.0089,0.0053,0.0030,0.0028,0.0042,0.0270,0.0028,0.0142,0.0013
渣;0.0128,0.0140,0.0052,0.0300,0.0090,0.0160,0.0035,0.0137,0.0094,0.0109,0.0041,0.0089,0.0167,0.0122,0.0050,0.0110,0.0039,0.0026
渥;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
乡村;0.0028,0.0013,0.0026,0.0075,0.0090,0.0069,0.0026,0.0173,0.0012,0.0047,0.0012,0.0059,0.0312,0.0026,0.0320,0.0014,0.1032,0.0069
